"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Wind"
"6/6/1986","-46.5625","-23.573299407959","666","21.198","9.42700000000002","3.16643350695358",
"6/7/1986","-46.5625","-23.573299407959","666","17.717","10.54","2.2395284530765",
"6/8/1986","-46.5625","-23.573299407959","666","21.356","11.668","1.39508140899069",
"6/9/1986","-46.5625","-23.573299407959","666","23.021","11.041","1.53142458108397",
"6/10/1986","-46.5625","-23.573299407959","666","22.794","12.714","2.11739687593617",
"6/11/1986","-46.5625","-23.573299407959","666","23.2","14.154","2.34194524812936",
"6/12/1986","-46.5625","-23.573299407959","666","21.353","15.286","1.86249546125679",
"6/13/1986","-46.5625","-23.573299407959","666","17.344","14.101","1.70905280724962",
"6/14/1986","-46.5625","-23.573299407959","666","22.963","12.675","2.53708566624646",
"6/15/1986","-46.5625","-23.573299407959","666","20.016","13.794","1.94026095582186",
"6/16/1986","-46.5625","-23.573299407959","666","22.715","10.195","1.60312160626876",
"6/17/1986","-46.5625","-23.573299407959","666","23.56","12.017","1.89896040863224",
"6/18/1986","-46.5625","-23.573299407959","666","23.655","13.226","1.76991693078605",
"6/19/1986","-46.5625","-23.573299407959","666","24.09","11.717","1.31412906045231",
"6/20/1986","-46.5625","-23.573299407959","666","20.959","10.946","1.59635707084108",
"6/21/1986","-46.5625","-23.573299407959","666","21.853","11.501","2.32331927925983",
"6/22/1986","-46.5625","-23.573299407959","666","22.147","10.018","1.91285470515441",
"6/23/1986","-46.5625","-23.573299407959","666","22.877","12.426","1.87830444289752",
"6/24/1986","-46.5625","-23.573299407959","666","22.863","11.373","2.55593232762634",
"6/25/1986","-46.5625","-23.573299407959","666","23.381","14.011","2.4551353013074",
"6/26/1986","-46.5625","-23.573299407959","666","16.417","12.524","2.22438902221253",
"6/27/1986","-46.5625","-23.573299407959","666","15.523","6.55500000000001","1.83924723006597",
"6/28/1986","-46.5625","-23.573299407959","666","20.521","6.80099999999999","1.22723925588567",
"6/29/1986","-46.5625","-23.573299407959","666","22.178","6.79599999999999","1.11712952315793",
"6/30/1986","-46.5625","-23.573299407959","666","24.359","11.412","2.09367724344891",
"7/1/1986","-46.5625","-23.573299407959","666","24.464","14.339","3.36399565981419",
"7/2/1986","-46.5625","-23.573299407959","666","15.392","14.263","3.52617088058511",
"7/3/1986","-46.5625","-23.573299407959","666","16.163","14.099","3.08995178413267",
"7/4/1986","-46.5625","-23.573299407959","666","19.742","13.519","1.85229677886091",
"7/5/1986","-46.5625","-23.573299407959","666","19.619","11.217","1.4226262100194",
"7/6/1986","-46.5625","-23.573299407959","666","14.442","12.733","2.95258100876985",
"7/7/1986","-46.5625","-23.573299407959","666","12.921","11.01","4.44445824602343",
"7/8/1986","-46.5625","-23.573299407959","666","15.349","10.905","3.32275997059122",
"7/9/1986","-46.5625","-23.573299407959","666","17.388","7.108","2.63215581432993",
"7/10/1986","-46.5625","-23.573299407959","666","17.694","9.18799999999999","2.22717308817204",
"7/11/1986","-46.5625","-23.573299407959","666","18.645","7.536","1.77958451966975",
"7/12/1986","-46.5625","-23.573299407959","666","21.344","8.36000000000001","1.64642968756179",
"7/13/1986","-46.5625","-23.573299407959","666","21.705","9.29599999999999","1.87683365370287",
"7/14/1986","-46.5625","-23.573299407959","666","21.514","9.85399999999999","2.34056182450376",
"7/15/1986","-46.5625","-23.573299407959","666","22.266","11.611","2.6191106440759",
"7/16/1986","-46.5625","-23.573299407959","666","22.77","12.059","1.88626927274319",
"7/17/1986","-46.5625","-23.573299407959","666","23.016","10.51","1.17368580326053",
"7/18/1986","-46.5625","-23.573299407959","666","22.633","10","1.31473345559691",
"7/19/1986","-46.5625","-23.573299407959","666","24.676","13.384","1.49696227157078",
"7/20/1986","-46.5625","-23.573299407959","666","25.487","13.925","2.77946463321701",
"7/21/1986","-46.5625","-23.573299407959","666","18.586","11.684","3.53012369439247",
"7/22/1986","-46.5625","-23.573299407959","666","12.671","11.175","3.68347925952462",
"7/23/1986","-46.5625","-23.573299407959","666","16.373","11.572","1.90779534476185",
"7/24/1986","-46.5625","-23.573299407959","666","19.986","11.982","1.25041950177974",
"7/25/1986","-46.5625","-23.573299407959","666","21.527","11.618","1.56529366815194",
"7/26/1986","-46.5625","-23.573299407959","666","22.136","13.112","2.58434404902342",
"7/27/1986","-46.5625","-23.573299407959","666","21.67","10.699","2.59629643368832",
"7/28/1986","-46.5625","-23.573299407959","666","14.133","11.375","2.65268613028868",
"7/29/1986","-46.5625","-23.573299407959","666","20.931","11.111","2.10639180760544",
"7/30/1986","-46.5625","-23.573299407959","666","24.95","11.034","2.99659868514632",
"7/31/1986","-46.5625","-23.573299407959","666","21.069","13.278","2.21416069211835",
"8/1/1986","-46.5625","-23.573299407959","666","19.959","12.272","1.21998178781247",
"8/2/1986","-46.5625","-23.573299407959","666","24.634","11.441","1.42080533280205",
"8/3/1986","-46.5625","-23.573299407959","666","25.856","13.534","2.63845669095143",
"8/4/1986","-46.5625","-23.573299407959","666","26.784","16.8","1.68844783281646",
"8/5/1986","-46.5625","-23.573299407959","666","27.603","13.51","1.28387533042393",
"8/6/1986","-46.5625","-23.573299407959","666","25.084","13.79","1.71656448768811",
"8/7/1986","-46.5625","-23.573299407959","666","22.957","12.047","1.69469694538406",
"8/8/1986","-46.5625","-23.573299407959","666","26.028","12.624","1.45737348222128",
"8/9/1986","-46.5625","-23.573299407959","666","26.122","13.73","1.44012437918844",
"8/10/1986","-46.5625","-23.573299407959","666","24.926","13.309","2.53433480160508",
"8/11/1986","-46.5625","-23.573299407959","666","26.814","14.63","2.93611492345178",
"8/12/1986","-46.5625","-23.573299407959","666","23.601","14.12","2.02478671743648",
"8/13/1986","-46.5625","-23.573299407959","666","27.42","16.312","2.03016608749953",
"8/14/1986","-46.5625","-23.573299407959","666","28.105","14.848","2.33490996511092",
"8/15/1986","-46.5625","-23.573299407959","666","25.721","17.933","1.51361973187795",
"8/16/1986","-46.5625","-23.573299407959","666","23.968","15.766","3.1179653433011",
"8/17/1986","-46.5625","-23.573299407959","666","17.774","13.956","2.39205218343249",
"8/18/1986","-46.5625","-23.573299407959","666","21.763","13.977","1.56804874345819",
"8/19/1986","-46.5625","-23.573299407959","666","22.126","13.489","1.6875932887071",
"8/20/1986","-46.5625","-23.573299407959","666","22.199","14.379","1.54469948865124",
"8/21/1986","-46.5625","-23.573299407959","666","16.8","14.157","1.90197186204831",
"8/22/1986","-46.5625","-23.573299407959","666","24.794","14.7","1.5326193654583",
"8/23/1986","-46.5625","-23.573299407959","666","23.74","16.118","4.38832233164275",
"8/24/1986","-46.5625","-23.573299407959","666","21.083","13.943","2.74773647618672",
"8/25/1986","-46.5625","-23.573299407959","666","18.701","13.058","2.2503522517417",
"8/26/1986","-46.5625","-23.573299407959","666","18.343","13.069","1.39312903061876",
"8/27/1986","-46.5625","-23.573299407959","666","21.674","13.276","2.31438925621526",
"8/28/1986","-46.5625","-23.573299407959","666","20.979","11.471","2.70344696763725",
"8/29/1986","-46.5625","-23.573299407959","666","23.468","11.862","2.06501593266766",
"8/30/1986","-46.5625","-23.573299407959","666","15.613","12.786","3.57647171198597",
"8/31/1986","-46.5625","-23.573299407959","666","13.816","11.744","3.8390004954942",
"9/1/1986","-46.5625","-23.573299407959","666","13.029","11.114","3.87969339581672",
"9/2/1986","-46.5625","-23.573299407959","666","18.572","10.442","3.07919401319786",
"9/3/1986","-46.5625","-23.573299407959","666","21.442","8.25799999999998","1.85940047317371",
"9/4/1986","-46.5625","-23.573299407959","666","25.393","11.548","2.41400680586203",
"9/5/1986","-46.5625","-23.573299407959","666","16.095","11.745","2.48119909192848",
"9/6/1986","-46.5625","-23.573299407959","666","15.082","11.77","3.02156167779541",
"9/7/1986","-46.5625","-23.573299407959","666","20.021","14.431","2.79139129953434",
"9/8/1986","-46.5625","-23.573299407959","666","20.935","13.178","2.34622143251001",
"9/9/1986","-46.5625","-23.573299407959","666","21.409","12.902","2.5744398631036",
"9/10/1986","-46.5625","-23.573299407959","666","21.081","9.96899999999999","2.93576969466512",
"9/11/1986","-46.5625","-23.573299407959","666","22.969","7.76299999999998","2.1710421613586",
"9/12/1986","-46.5625","-23.573299407959","666","28.836","10.339","1.6949145665161",
"9/13/1986","-46.5625","-23.573299407959","666","28.215","13.09","2.16045047669701",
"9/14/1986","-46.5625","-23.573299407959","666","29.301","15.347","2.44420829714561",
"9/15/1986","-46.5625","-23.573299407959","666","30.947","15.883","2.60272090866293",
"9/16/1986","-46.5625","-23.573299407959","666","29.131","15.698","1.89652268797858",
"9/17/1986","-46.5625","-23.573299407959","666","33.225","17.194","1.51106701611307",
"9/18/1986","-46.5625","-23.573299407959","666","23.71","15.129","3.53832431663533",
"9/19/1986","-46.5625","-23.573299407959","666","20.239","15.169","3.38202939687959",
"9/20/1986","-46.5625","-23.573299407959","666","26.54","15.692","2.77516945809059",
"9/21/1986","-46.5625","-23.573299407959","666","16.108","14.362","4.21061327884597",
"9/22/1986","-46.5625","-23.573299407959","666","19.102","14.255","2.92031847949273",
"9/23/1986","-46.5625","-23.573299407959","666","29.555","15.015","1.64814894676468",
"9/24/1986","-46.5625","-23.573299407959","666","29.158","15.836","2.17285305638202",
"9/25/1986","-46.5625","-23.573299407959","666","24.709","16.823","2.76301529262217",
"9/26/1986","-46.5625","-23.573299407959","666","16.846","14.032","3.59176899897053",
"9/27/1986","-46.5625","-23.573299407959","666","13.951","11.493","4.23289598871897",
"9/28/1986","-46.5625","-23.573299407959","666","15.845","11.379","3.52996104939921",
"9/29/1986","-46.5625","-23.573299407959","666","23.532","10.535","1.73545665537413",
"9/30/1986","-46.5625","-23.573299407959","666","22.969","13.347","2.01918633030825",
"10/1/1986","-46.5625","-23.573299407959","666","21.55","13.058","3.25371978708421",
"10/2/1986","-46.5625","-23.573299407959","666","24.899","13.935","2.31870553848402",
"10/3/1986","-46.5625","-23.573299407959","666","28.814","13.43","1.58631463941003",
"10/4/1986","-46.5625","-23.573299407959","666","31.223","15.754","2.04580200659327",
"10/5/1986","-46.5625","-23.573299407959","666","25.314","14.427","2.39443489324048",
"10/6/1986","-46.5625","-23.573299407959","666","33.432","15.236","1.76222078978467",
"10/7/1986","-46.5625","-23.573299407959","666","34.984","18.485","2.3641329573812",
"10/8/1986","-46.5625","-23.573299407959","666","21.891","17.304","3.24345826698038",
"10/9/1986","-46.5625","-23.573299407959","666","31.726","17.591","1.90436927022576",
"10/10/1986","-46.5625","-23.573299407959","666","31.878","18.2","3.77350315454576",
"10/11/1986","-46.5625","-23.573299407959","666","18.261","13.931","2.984594874375",
"10/12/1986","-46.5625","-23.573299407959","666","20.432","12.2","3.00664266454195",
"10/13/1986","-46.5625","-23.573299407959","666","21.083","12.507","3.43863937632066",
"10/14/1986","-46.5625","-23.573299407959","666","15.148","13.034","3.26453967100746",
"10/15/1986","-46.5625","-23.573299407959","666","21.169","14.356","3.19249330233171",
"10/16/1986","-46.5625","-23.573299407959","666","27.47","15.522","2.1484470813548",
"10/17/1986","-46.5625","-23.573299407959","666","32.37","15.638","2.17974894640702",
"10/18/1986","-46.5625","-23.573299407959","666","22.116","15.052","3.60421864137336",
"10/19/1986","-46.5625","-23.573299407959","666","14.773","13.32","4.00288468322608",
"10/20/1986","-46.5625","-23.573299407959","666","18.614","14.198","3.40524262503441",
"10/21/1986","-46.5625","-23.573299407959","666","24.439","14.533","2.1416550601744",
"10/22/1986","-46.5625","-23.573299407959","666","21.566","15.091","1.85145322602594",
"10/23/1986","-46.5625","-23.573299407959","666","16.191","7.50200000000001","3.01077280011372",
"10/24/1986","-46.5625","-23.573299407959","666","16.179","7.06299999999999","3.55058307011617",
"10/25/1986","-46.5625","-23.573299407959","666","19.553","7.43099999999998","3.37724849266164",
"10/26/1986","-46.5625","-23.573299407959","666","21.349","11.987","3.23521461438546",
"10/27/1986","-46.5625","-23.573299407959","666","23.836","13.77","2.0182391705311",
"10/28/1986","-46.5625","-23.573299407959","666","25.078","12.947","1.99868123414712",
"10/29/1986","-46.5625","-23.573299407959","666","30.357","14.457","2.39235640275096",
"10/30/1986","-46.5625","-23.573299407959","666","29.747","15.664","2.14227627047551",
"10/31/1986","-46.5625","-23.573299407959","666","31.753","18.932","2.30780310600587",
"11/1/1986","-46.5625","-23.573299407959","666","34.642","18.456","2.04530108727635",
"11/2/1986","-46.5625","-23.573299407959","666","32.364","18.176","2.09353710702186",
"11/3/1986","-46.5625","-23.573299407959","666","30.82","19.239","2.11584523520146",
"11/4/1986","-46.5625","-23.573299407959","666","35.262","17.127","1.46595184886569",
"11/5/1986","-46.5625","-23.573299407959","666","32.792","18.874","3.15337763659655",
"11/6/1986","-46.5625","-23.573299407959","666","33.078","18.778","3.21789096451705",
"11/7/1986","-46.5625","-23.573299407959","666","18.423","15.819","4.2496020723906",
"11/8/1986","-46.5625","-23.573299407959","666","17.944","15.472","2.98968096538224",
"11/9/1986","-46.5625","-23.573299407959","666","29.491","16.712","1.59152238562867",
"11/10/1986","-46.5625","-23.573299407959","666","25.756","18.367","2.78873311079011",
"11/11/1986","-46.5625","-23.573299407959","666","18.334","10.86","5.7749001809376",
"11/12/1986","-46.5625","-23.573299407959","666","12.078","10.456","5.28588389877781",
"11/13/1986","-46.5625","-23.573299407959","666","15.972","10.968","4.71952744709842",
"11/14/1986","-46.5625","-23.573299407959","666","18.939","12.746","3.49159177814218",
"11/15/1986","-46.5625","-23.573299407959","666","22.451","11.204","2.32497197586584",
"11/16/1986","-46.5625","-23.573299407959","666","27.42","13.186","1.98988775077023",
"11/17/1986","-46.5625","-23.573299407959","666","27.9","15.239","2.12429835676798",
"11/18/1986","-46.5625","-23.573299407959","666","29.528","15.908","2.21816528553515",
"11/19/1986","-46.5625","-23.573299407959","666","30.644","19.108","2.15437527660721",
"11/20/1986","-46.5625","-23.573299407959","666","30.884","18.465","1.77462456914756",
"11/21/1986","-46.5625","-23.573299407959","666","27.081","16.457","2.76341759104803",
"11/22/1986","-46.5625","-23.573299407959","666","32.429","16.187","1.8759490606445",
"11/23/1986","-46.5625","-23.573299407959","666","28.595","18.066","3.54584033453649",
"11/24/1986","-46.5625","-23.573299407959","666","20.739","17.343","2.72731076811724",
"11/25/1986","-46.5625","-23.573299407959","666","33.165","18.119","1.7045919793353",
"11/26/1986","-46.5625","-23.573299407959","666","30.925","20.881","2.17728510214518",
"11/27/1986","-46.5625","-23.573299407959","666","33.83","18.894","1.56652517864183",
"11/28/1986","-46.5625","-23.573299407959","666","24.628","20.484","2.49863947949095",
"11/29/1986","-46.5625","-23.573299407959","666","25.66","19.664","2.46219142711484",
"11/30/1986","-46.5625","-23.573299407959","666","24.142","18.567","2.02473237744443",
"12/1/1986","-46.5625","-23.573299407959","666","20.661","18.38","1.09911480086936",
"12/2/1986","-46.5625","-23.573299407959","666","26.229","18.998","3.46240265851908",
"12/3/1986","-46.5625","-23.573299407959","666","22.725","18.046","2.04689201866828",
"12/4/1986","-46.5625","-23.573299407959","666","19.157","17.076","3.19983252604365",
"12/5/1986","-46.5625","-23.573299407959","666","22.251","17.718","2.06304910369497",
"12/6/1986","-46.5625","-23.573299407959","666","28.368","18.777","1.38497372832633",
"12/7/1986","-46.5625","-23.573299407959","666","26","19.634","2.50367954221777",
"12/8/1986","-46.5625","-23.573299407959","666","23.218","17.543","2.42899325396176",
"12/9/1986","-46.5625","-23.573299407959","666","22.361","16.123","3.39196818204578",
"12/10/1986","-46.5625","-23.573299407959","666","24.412","16.336","1.97843328224061",
"12/11/1986","-46.5625","-23.573299407959","666","27.681","15.747","2.19865481480628",
"12/12/1986","-46.5625","-23.573299407959","666","23.502","16.741","2.85038039569464",
"12/13/1986","-46.5625","-23.573299407959","666","29.8","15.771","2.04860191190112",
"12/14/1986","-46.5625","-23.573299407959","666","28.402","17.917","1.86298447830839",
"12/15/1986","-46.5625","-23.573299407959","666","27.665","20.09","3.20684664664352",
"12/16/1986","-46.5625","-23.573299407959","666","20.94","19.805","5.20531547199667",
"12/17/1986","-46.5625","-23.573299407959","666","22.549","20.074","3.00910351220722",
"12/18/1986","-46.5625","-23.573299407959","666","20.687","18.722","3.68653367050258",
"12/19/1986","-46.5625","-23.573299407959","666","19.915","18.15","3.20946892212886",
"12/20/1986","-46.5625","-23.573299407959","666","22.604","16.26","2.75874075320066",
"12/21/1986","-46.5625","-23.573299407959","666","24.315","15.729","1.08798627285159",
"12/22/1986","-46.5625","-23.573299407959","666","23.363","18.447","2.62336782383754",
"12/23/1986","-46.5625","-23.573299407959","666","22.337","16.893","1.79811891695645",
"1/1/1987","-46.5625","-23.573299407959","666","28.901","14.899","1.78445713867942",
"1/2/1987","-46.5625","-23.573299407959","666","26.803","17.901","3.02763523228782",
"1/3/1987","-46.5625","-23.573299407959","666","25.379","18.392","1.93666938019706",
"1/4/1987","-46.5625","-23.573299407959","666","23.556","17.809","1.79753708660908",
"1/5/1987","-46.5625","-23.573299407959","666","25.604","17.77","1.49946530215119",
"1/6/1987","-46.5625","-23.573299407959","666","29.962","17.382","1.44102072838281",
"1/7/1987","-46.5625","-23.573299407959","666","31.415","19.048","2.04166822297467",
"1/8/1987","-46.5625","-23.573299407959","666","28.845","19.373","2.34773618506983",
"1/9/1987","-46.5625","-23.573299407959","666","29.384","19.46","1.94321332281165",
"1/10/1987","-46.5625","-23.573299407959","666","27.548","18.841","2.07519286064002",
"1/11/1987","-46.5625","-23.573299407959","666","25.821","19.438","1.5649196829271",
"1/12/1987","-46.5625","-23.573299407959","666","26.107","20.915","1.61959845884951",
"1/13/1987","-46.5625","-23.573299407959","666","28.05","20.56","2.13448935725092",
"1/14/1987","-46.5625","-23.573299407959","666","29.632","19.667","1.35173923522476",
"1/15/1987","-46.5625","-23.573299407959","666","25.955","18.688","1.96625744782017",
"1/16/1987","-46.5625","-23.573299407959","666","28.402","17.585","1.17778285287746",
"1/17/1987","-46.5625","-23.573299407959","666","24.446","18.476","1.66355133868563",
"1/18/1987","-46.5625","-23.573299407959","666","21.321","17.103","2.2599220068856",
"1/19/1987","-46.5625","-23.573299407959","666","23.652","15.019","3.48764553694936",
"1/20/1987","-46.5625","-23.573299407959","666","23.236","15.842","2.86845032442693",
"1/21/1987","-46.5625","-23.573299407959","666","25.915","16.428","1.51511864201011",
"1/22/1987","-46.5625","-23.573299407959","666","26.272","16.83","1.87250278986473",
"1/23/1987","-46.5625","-23.573299407959","666","24.451","19.433","1.28141822269887",
"1/24/1987","-46.5625","-23.573299407959","666","23.24","19.257","1.70801417234325",
"1/25/1987","-46.5625","-23.573299407959","666","23.973","18.388","2.41155402658334",
"1/26/1987","-46.5625","-23.573299407959","666","25.53","18.871","2.26069127662311",
"1/27/1987","-46.5625","-23.573299407959","666","24.656","18.272","1.755956614002",
"1/28/1987","-46.5625","-23.573299407959","666","21.462","17.762","3.5234108539122",
"1/29/1987","-46.5625","-23.573299407959","666","20.016","17.396","2.38680792073877",
"1/30/1987","-46.5625","-23.573299407959","666","21.403","17.423","2.11261690310301",
"1/31/1987","-46.5625","-23.573299407959","666","20.787","18.181","3.40124465824443",
"2/1/1987","-46.5625","-23.573299407959","666","27.359","19.283","3.65882828700905",
"2/2/1987","-46.5625","-23.573299407959","666","26.772","19.445","3.04475076827014",
"2/3/1987","-46.5625","-23.573299407959","666","25.548","19.186","2.12108600080379",
"2/4/1987","-46.5625","-23.573299407959","666","25.263","19.257","2.2136350821125",
"2/5/1987","-46.5625","-23.573299407959","666","26.078","19.533","3.21844675684163",
"2/6/1987","-46.5625","-23.573299407959","666","23.91","19.95","3.35837774755018",
"2/7/1987","-46.5625","-23.573299407959","666","27.05","18.868","3.18805630415446",
"2/8/1987","-46.5625","-23.573299407959","666","26.187","19.165","2.57640344896859",
"2/9/1987","-46.5625","-23.573299407959","666","22.888","13.938","3.84516885342347",
"2/10/1987","-46.5625","-23.573299407959","666","17.101","13.849","4.30792935266713",
"2/11/1987","-46.5625","-23.573299407959","666","19.644","14.743","3.91340227553381",
"2/12/1987","-46.5625","-23.573299407959","666","21.369","15.415","2.54223502962903",
"2/13/1987","-46.5625","-23.573299407959","666","20.119","16.036","2.29106785689312",
"2/14/1987","-46.5625","-23.573299407959","666","21.399","17.361","1.96177407979372",
"2/15/1987","-46.5625","-23.573299407959","666","21.833","17.223","1.53651397250784",
"2/16/1987","-46.5625","-23.573299407959","666","23.702","15.686","1.35898147294604",
"2/17/1987","-46.5625","-23.573299407959","666","21.043","17.527","1.12845276858187",
"2/18/1987","-46.5625","-23.573299407959","666","22.665","17.101","1.70213217312027",
"2/19/1987","-46.5625","-23.573299407959","666","22.549","17.665","1.68767807986444",
"2/20/1987","-46.5625","-23.573299407959","666","23.795","18.41","1.42658395984853",
"2/21/1987","-46.5625","-23.573299407959","666","25.873","18.835","1.65510589255522",
"2/22/1987","-46.5625","-23.573299407959","666","28.753","18.678","2.53407595293942",
"2/23/1987","-46.5625","-23.573299407959","666","29.005","18.75","1.95032536071155",
"2/24/1987","-46.5625","-23.573299407959","666","27.361","17.687","1.56776766063633",
"2/25/1987","-46.5625","-23.573299407959","666","27.445","18.537","1.26318603793297",
"2/26/1987","-46.5625","-23.573299407959","666","28.154","18.192","1.6946810507962",
"2/27/1987","-46.5625","-23.573299407959","666","26.678","16.917","1.59152993830292",
"2/28/1987","-46.5625","-23.573299407959","666","26.928","15.867","1.90067736812919",
"3/1/1987","-46.5625","-23.573299407959","666","26.139","14.516","1.77283663791758",
"3/2/1987","-46.5625","-23.573299407959","666","26.185","14.56","1.97841883946823",
"3/3/1987","-46.5625","-23.573299407959","666","25.702","13.685","2.05314152631983",
"3/4/1987","-46.5625","-23.573299407959","666","28.368","12.061","1.39010741634105",
"3/5/1987","-46.5625","-23.573299407959","666","26.437","13.956","1.73797977742194",
"3/6/1987","-46.5625","-23.573299407959","666","28.878","14.712","1.87421264370894",
"3/7/1987","-46.5625","-23.573299407959","666","27.624","14.415","1.67518222756959",
"3/8/1987","-46.5625","-23.573299407959","666","20.467","16.811","0.878605956125147",
"3/9/1987","-46.5625","-23.573299407959","666","25.874","14.818","1.32685986316831",
"3/10/1987","-46.5625","-23.573299407959","666","19.03","14.089","2.33884460001187",
"3/11/1987","-46.5625","-23.573299407959","666","19.462","10.878","1.80439463897545",
"3/12/1987","-46.5625","-23.573299407959","666","15.689","11.092","1.5157484729518",
"3/13/1987","-46.5625","-23.573299407959","666","21.134","12.621","1.6804121157673",
"3/14/1987","-46.5625","-23.573299407959","666","20.02","15.455","2.24794045095884",
"3/15/1987","-46.5625","-23.573299407959","666","22.844","16.853","2.28966313599941",
"3/16/1987","-46.5625","-23.573299407959","666","20.635","16.521","2.47602381089911",
"3/17/1987","-46.5625","-23.573299407959","666","21.327","16.636","2.69663065862509",
"3/18/1987","-46.5625","-23.573299407959","666","22.395","16.872","2.12907787770964",
"3/19/1987","-46.5625","-23.573299407959","666","22.168","16.041","2.16362270968954",
"3/20/1987","-46.5625","-23.573299407959","666","22.239","13.959","2.15900141521537",
"3/21/1987","-46.5625","-23.573299407959","666","24.621","16.571","1.41680969140014",
"3/22/1987","-46.5625","-23.573299407959","666","24.767","14.732","1.42246890409687",
"3/23/1987","-46.5625","-23.573299407959","666","24.815","15.927","1.97554415493066",
"3/24/1987","-46.5625","-23.573299407959","666","25.347","13.344","2.26005219962056",
"3/25/1987","-46.5625","-23.573299407959","666","28.582","14.452","1.77686350556238",
"3/26/1987","-46.5625","-23.573299407959","666","29.783","17.771","2.26326782603958",
"3/27/1987","-46.5625","-23.573299407959","666","28.165","18.436","1.7354093606644",
"3/28/1987","-46.5625","-23.573299407959","666","25.077","17.35","1.73270965224959",
"3/29/1987","-46.5625","-23.573299407959","666","24.202","16.085","1.97513502949324",
"3/30/1987","-46.5625","-23.573299407959","666","24.668","13.456","2.16008041222135",
"3/31/1987","-46.5625","-23.573299407959","666","29.46","15.924","1.83368399217993",
"4/1/1987","-46.5625","-23.573299407959","666","28.407","18.152","3.86717609412803",
"4/2/1987","-46.5625","-23.573299407959","666","25.787","19.189","2.43686633507048",
"4/3/1987","-46.5625","-23.573299407959","666","19.498","16.703","3.79172056971952",
"4/4/1987","-46.5625","-23.573299407959","666","16.781","15.799","4.15066183061892",
"4/5/1987","-46.5625","-23.573299407959","666","16.761","15.723","3.68153940681062",
"4/6/1987","-46.5625","-23.573299407959","666","18.987","16.16","1.5798776456944",
"4/7/1987","-46.5625","-23.573299407959","666","22.674","17.068","1.56399037572555",
"4/8/1987","-46.5625","-23.573299407959","666","25.668","16.865","2.32190315064662",
"4/9/1987","-46.5625","-23.573299407959","666","26.87","17.665","2.81797656123748",
"4/10/1987","-46.5625","-23.573299407959","666","26.746","18.628","2.4218941060856",
"4/11/1987","-46.5625","-23.573299407959","666","25.743","18.512","1.47178827072981",
"4/12/1987","-46.5625","-23.573299407959","666","27.732","18.569","3.66789924913225",
"4/13/1987","-46.5625","-23.573299407959","666","27.72","19.087","2.55549643998959",
"4/14/1987","-46.5625","-23.573299407959","666","26.513","19.006","1.8377477939548",
"4/15/1987","-46.5625","-23.573299407959","666","23.995","18.557","1.07664334181335",
"4/16/1987","-46.5625","-23.573299407959","666","27.945","15.346","1.57201090008632",
"4/17/1987","-46.5625","-23.573299407959","666","28.337","17.175","1.44823873363151",
"4/18/1987","-46.5625","-23.573299407959","666","25.848","18.526","0.918505698948308",
"4/19/1987","-46.5625","-23.573299407959","666","26.369","18.121","2.33854245093528",
"4/20/1987","-46.5625","-23.573299407959","666","23.241","16.539","1.37972456733057",
"4/21/1987","-46.5625","-23.573299407959","666","22.951","14.926","1.3315400695969",
"4/22/1987","-46.5625","-23.573299407959","666","24.498","16.338","1.34554900257985",
"4/23/1987","-46.5625","-23.573299407959","666","24.038","15.026","1.4151559758675",
"4/24/1987","-46.5625","-23.573299407959","666","19.549","13.45","1.75366811572143",
"4/25/1987","-46.5625","-23.573299407959","666","21.736","14.708","2.2725447611909",
"4/26/1987","-46.5625","-23.573299407959","666","20.898","14.71","2.75557594497763",
"4/27/1987","-46.5625","-23.573299407959","666","17.675","15.92","2.65159493371001",
"4/28/1987","-46.5625","-23.573299407959","666","20.311","15.079","3.1108120973956",
"4/29/1987","-46.5625","-23.573299407959","666","21.544","14.396","2.57758585241883",
"4/30/1987","-46.5625","-23.573299407959","666","23.93","14.56","1.4589589593828",
"5/1/1987","-46.5625","-23.573299407959","666","23.022","13.778","1.28420389182733",
"5/2/1987","-46.5625","-23.573299407959","666","23.884","13.745","2.69237130797099",
"5/3/1987","-46.5625","-23.573299407959","666","21.861","15.765","1.92748484017088",
"5/4/1987","-46.5625","-23.573299407959","666","23.912","14.861","0.93540696446303",
"5/5/1987","-46.5625","-23.573299407959","666","20.453","17.198","1.49484664972806",
"5/6/1987","-46.5625","-23.573299407959","666","24.538","17.177","1.38493183185243",
"5/7/1987","-46.5625","-23.573299407959","666","26.857","18.409","3.47923960513874",
"5/8/1987","-46.5625","-23.573299407959","666","25.607","17.407","4.58382931187058",
"5/9/1987","-46.5625","-23.573299407959","666","16.785","9.35599999999999","2.71019352353573",
"5/10/1987","-46.5625","-23.573299407959","666","15.534","8.88900000000001","2.94811928291767",
"5/11/1987","-46.5625","-23.573299407959","666","17.543","12.541","1.76132044763329",
"5/12/1987","-46.5625","-23.573299407959","666","24.906","15.651","1.64182758600817",
"5/13/1987","-46.5625","-23.573299407959","666","25.127","16.042","3.52539217467074",
"5/14/1987","-46.5625","-23.573299407959","666","24.285","17.343","4.92535079237527",
"5/15/1987","-46.5625","-23.573299407959","666","23.203","14.87","3.33010989419204",
"5/16/1987","-46.5625","-23.573299407959","666","15.367","14.544","2.39614534977902",
"5/17/1987","-46.5625","-23.573299407959","666","17.404","14.715","2.44185204935586",
"5/18/1987","-46.5625","-23.573299407959","666","19.997","15.106","1.21302936754901",
