"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature"
"5/21/1979","-58.4375","-34.5013008117676","-9999","22.84","14.58",
"5/22/1979","-58.4375","-34.5013008117676","-9999","14.848","9.89600000000002",
"5/23/1979","-58.4375","-34.5013008117676","-9999","15.833","8.84399999999999",
"5/24/1979","-58.4375","-34.5013008117676","-9999","19.625","10.939",
"5/25/1979","-58.4375","-34.5013008117676","-9999","17.284","13.658",
"5/26/1979","-58.4375","-34.5013008117676","-9999","14.292","8.94999999999999",
"5/27/1979","-58.4375","-34.5013008117676","-9999","16.345","7.52699999999999",
"5/28/1979","-58.4375","-34.5013008117676","-9999","16.073","10.351",
"5/29/1979","-58.4375","-34.5013008117676","-9999","11.226","7.79899999999998",
"5/30/1979","-58.4375","-34.5013008117676","-9999","10.231","4.75999999999999",
"5/31/1979","-58.4375","-34.5013008117676","-9999","15.63","4.98099999999999",
"6/1/1979","-58.4375","-34.5013008117676","-9999","18.276","8.173",
"6/2/1979","-58.4375","-34.5013008117676","-9999","16.559","9.464",
"6/3/1979","-58.4375","-34.5013008117676","-9999","15.761","9.01799999999997",
"6/4/1979","-58.4375","-34.5013008117676","-9999","14.271","6.80500000000001",
"6/5/1979","-58.4375","-34.5013008117676","-9999","14.014","4.87200000000001",
"6/6/1979","-58.4375","-34.5013008117676","-9999","15.036","5.13499999999999",
"6/7/1979","-58.4375","-34.5013008117676","-9999","16.748","8.18000000000001",
"6/8/1979","-58.4375","-34.5013008117676","-9999","14.839","7.10700000000003",
"6/9/1979","-58.4375","-34.5013008117676","-9999","15.745","6.56",
"6/10/1979","-58.4375","-34.5013008117676","-9999","17.769","8.25799999999998",
"6/11/1979","-58.4375","-34.5013008117676","-9999","17.646","10.555",
"6/12/1979","-58.4375","-34.5013008117676","-9999","13.487","8.21300000000002",
"6/13/1979","-58.4375","-34.5013008117676","-9999","9.69299999999998","4.947",
"6/14/1979","-58.4375","-34.5013008117676","-9999","10.844","3.29599999999999",
"6/15/1979","-58.4375","-34.5013008117676","-9999","11.621","2.60399999999999",
"6/16/1979","-58.4375","-34.5013008117676","-9999","14.5","5.47199999999998",
"6/17/1979","-58.4375","-34.5013008117676","-9999","17.798","8.38299999999998",
"6/18/1979","-58.4375","-34.5013008117676","-9999","21.636","11.645",
"6/19/1979","-58.4375","-34.5013008117676","-9999","18.216","14.938",
"6/20/1979","-58.4375","-34.5013008117676","-9999","15.585","10.636",
"6/21/1979","-58.4375","-34.5013008117676","-9999","13.78","11.782",
"6/22/1979","-58.4375","-34.5013008117676","-9999","18.614","12.684",
"6/23/1979","-58.4375","-34.5013008117676","-9999","17.655","10.019",
"6/24/1979","-58.4375","-34.5013008117676","-9999","13.778","7.14999999999998",
"6/25/1979","-58.4375","-34.5013008117676","-9999","15.286","6.79599999999999",
"6/26/1979","-58.4375","-34.5013008117676","-9999","16.075","7.70100000000002",
"6/27/1979","-58.4375","-34.5013008117676","-9999","16.073","8.04599999999999",
"6/28/1979","-58.4375","-34.5013008117676","-9999","15.439","9.69499999999999",
"6/29/1979","-58.4375","-34.5013008117676","-9999","14.025","12.345",
"6/30/1979","-58.4375","-34.5013008117676","-9999","13.132","11.91",
"7/1/1979","-58.4375","-34.5013008117676","-9999","13.57","12.199",
"7/2/1979","-58.4375","-34.5013008117676","-9999","14.811","12.1",
"7/3/1979","-58.4375","-34.5013008117676","-9999","12.378","11.148",
"7/4/1979","-58.4375","-34.5013008117676","-9999","11.827","6.82100000000003",
"7/5/1979","-58.4375","-34.5013008117676","-9999","12.215","3.94900000000001",
"7/6/1979","-58.4375","-34.5013008117676","-9999","11.543","6.827",
"7/7/1979","-58.4375","-34.5013008117676","-9999","11.096","8.209",
"7/8/1979","-58.4375","-34.5013008117676","-9999","13.168","7.98200000000003",
"7/9/1979","-58.4375","-34.5013008117676","-9999","11.702","9.553",
"7/10/1979","-58.4375","-34.5013008117676","-9999","15.083","10.139",
"7/11/1979","-58.4375","-34.5013008117676","-9999","14.891","10.495",
"7/12/1979","-58.4375","-34.5013008117676","-9999","16.743","11.098",
"7/13/1979","-58.4375","-34.5013008117676","-9999","15.48","10.951",
"7/14/1979","-58.4375","-34.5013008117676","-9999","11.555","10.485",
"7/15/1979","-58.4375","-34.5013008117676","-9999","11.596","7.35399999999999",
"7/16/1979","-58.4375","-34.5013008117676","-9999","12.218","3.81299999999999",
"7/17/1979","-58.4375","-34.5013008117676","-9999","15.566","7.44299999999998",
"7/18/1979","-58.4375","-34.5013008117676","-9999","12.649","9.04399999999998",
"7/19/1979","-58.4375","-34.5013008117676","-9999","10.287","5.71300000000002",
"7/20/1979","-58.4375","-34.5013008117676","-9999","12.778","3.13900000000001",
"7/21/1979","-58.4375","-34.5013008117676","-9999","15.119","6.79700000000003",
"7/22/1979","-58.4375","-34.5013008117676","-9999","13.071","6.98899999999998",
"7/23/1979","-58.4375","-34.5013008117676","-9999","17.476","8.48099999999999",
"7/24/1979","-58.4375","-34.5013008117676","-9999","17.109","14.059",
"7/25/1979","-58.4375","-34.5013008117676","-9999","16.409","10.932",
"7/26/1979","-58.4375","-34.5013008117676","-9999","18.891","11.341",
"7/27/1979","-58.4375","-34.5013008117676","-9999","19.869","16.926",
"7/28/1979","-58.4375","-34.5013008117676","-9999","26.759","19.63",
